ProteinIDs,ACY-738_FUS_plusplus1,ACY-738_FUS_plusplus2,ACY-738_FUS_plusplus3,FUSplusplus_vehicle4,FUSplusplus_vehicle5,FUSplusplus_vehicle6,FUSminusminus_vehicle7,FUSminusminus_vehicle8,FUSminusminus_vehicle9
P61264,33.0571,32.8789,32.8655,33.3086,32.6144,32.6873,33.5418,32.7663,32.8226
P61290,25.6377,25.3809,25.4554,25.4596,25.4819,25.5284,25.6474,25.5751,25.5909
P61294,26.1726,26.1812,25.9961,26.7434,26.2852,25.7593,26.9844,26.0989,25.53
P61329;P70379;P70377,28.2369,27.9171,27.9552,28.0147,27.9677,28.0716,27.8105,27.864,27.5728
P61358,28.7414,28.6503,28.7347,28.6314,28.3761,28.9623,28.7198,28.654,28.7147
P61514,27.6095,27.6005,27.4686,27.6436,27.7357,27.6203,28.4741,27.8902,27.554
P61620,25.8439,25.9245,25.812,26.2945,26.1764,26.1811,26.2463,26.2401,25.7191
P61750,27.9708,28.5199,28.5914,28.7167,28.1294,28.7465,28.5716,28.8647,28.604
P61759,28.1888,27.9387,28.069,28.3579,28.1803,28.0865,27.8953,28.2095,28.1861
P61922,34.3973,33.9601,34.1426,34.1621,34.2286,34.0172,33.8238,34.1256,34.1634
P61924,28.003,27.5288,27.3184,27.9148,28.1519,28.0378,27.9931,28.0812,28.0307
P61953,26.0933,25.7445,26.053,26.2334,26.2869,25.8703,23.3707,23.6441,23.5673
P61957,27.8934,27.6204,27.5663,28.2239,27.9845,27.9791,25.0524,28.0953,28.1464
P61961,27.3216,27.6501,27.7004,27.8622,27.8975,27.5189,27.4402,27.4477,27.2801
P61963,26.897,26.5839,26.8618,26.8164,26.7244,26.7075,27.1893,26.7703,27.0479
P61971,30.381,30.0328,30.2395,29.9203,30.3002,30.1007,30.0414,29.9987,29.9653
P61979,31.315,31.2564,31.291,31.7403,31.6983,31.4455,31.6009,31.5579,31.5517
P61982,33.7188,33.6583,33.6685,33.6511,33.6039,33.2893,33.0035,33.4902,33.4973
P62069;Q9D9M2,25.8653,25.9822,26.1324,25.7248,25.9634,25.673,25.8027,25.8649,25.32
P62071,26.4463,26.5904,26.2769,26.5171,26.1204,26.4981,26.7966,26.8132,26.9002
P62073,27.4758,27.7249,28.8083,26.0238,26.6424,27.9982,28.3729,28.2323,28.2316
P62075,28.6097,28.2391,28.4905,28.3551,28.0318,27.9608,28.3035,28.1489,28.1027
P62077,25.2298,25.4955,25.2216,25.487,24.8912,25.0554,25.1303,25.1663,25.0549
P62082,29.9531,30.0711,30.0471,30.4648,30.3957,30.2375,29.9624,29.9702,30.1378
P62137,29.0616,28.9115,28.9727,28.4665,29.1844,29.0449,28.687,29.0471,28.8559
P62141,31.0062,30.9469,31.0781,30.9679,30.8471,31.0847,31.1724,31.057,31.1122
P62192,29.1573,29.2138,29.1241,29.271,29.4657,29.3566,28.9923,29.2407,29.5792
P62196,29.5683,29.4194,29.4658,29.4471,29.5907,29.5697,29.3566,29.6707,29.722
P62242,30.0852,30.2635,30.2355,30.4866,30.2422,30.3313,30.4951,30.1136,30.2212
P62245,27.7662,27.6697,27.7345,28.0503,27.937,28.0584,28.3916,28.0731,28.1316
P62257,24.76,24.8435,25.5327,24.9258,24.6651,24.8786,24.5997,24.8656,24.4063
P62259,34.0741,34.0804,34.0959,34.3358,34.0436,34.1338,34.3248,34.0068,34.0106
P62264,29.4264,29.1957,29.1866,29.3691,29.1973,29.6767,29.4104,29.3203,29.2375
P62267,28.7677,28.607,28.6071,29.1706,29.1116,28.8734,28.6466,28.6024,28.8283
P62270,29.3329,29.3138,29.2868,29.907,29.6981,29.6456,29.8909,29.4641,29.461
P62281,29.5474,29.5126,29.3932,29.8543,29.4397,29.5546,29.6626,29.4195,29.4726
P62301,29.5485,29.5187,29.4034,29.8046,29.8599,29.8518,29.3339,29.5599,29.4161
P62307,26.9916,26.9609,26.4438,26.7682,25.8057,27.1546,27.7859,27.9546,27.4878
P62309,26.965,26.928,26.6791,27.0782,27.4901,27.216,27.0472,27.0939,27.1851
P62313,24.6084,24.4074,24.4141,25.0458,25.0219,24.5395,25.5182,25.2406,24.9765
P62315,27.7663,27.9974,27.5746,27.0762,27.5098,28.2991,28.3567,28.0113,28.3682
P62317,27.5579,27.6053,27.5928,28.0955,28.3443,27.6903,27.8923,27.8206,27.8274
P62320,26.8086,27.3331,26.9472,27.1732,27.468,27.3698,27.4617,27.3917,27.6408
P62331,28.4443,28.1314,28.1849,28.3726,28.2533,28.3166,28.114,28.2539,28.2679
P62334,29.2272,29.1201,29.0086,29.2913,29.3418,29.1774,29.3501,29.3337,29.4158
P62482,31.4421,31.1295,31.1951,31.1243,30.9184,30.7938,30.7388,30.8477,30.7654
P62500,27.602,26.3569,26.2168,26.3858,25.7427,26.2232,28.0714,26.3527,26.6865
P62627,29.5541,29.3712,29.5374,29.3013,29.7581,29.1786,28.977,29.2035,29.1417
P62631,33.0121,32.7801,32.8375,32.5551,32.7117,32.7943,32.4417,32.7244,32.8507
P62702,30.3433,30.2885,30.3377,30.3166,30.5774,30.4271,30.4371,30.358,30.3893
P62715,31.306,30.9822,31.2057,30.987,31.3966,31.1829,30.7484,31.1041,31.1976
P62717,28.8395,28.747,28.6983,28.9126,28.9294,28.8171,28.3082,28.7099,28.7377
P62737;P63268,25.5298,26.8895,26.6048,26.2732,23.783,26.5082,24.286,27.1286,26.7057
P62743,28.329,28.3264,28.2058,28.5146,28.4285,28.1431,28.307,28.1167,28.159
P62746,30.3573,30.3601,30.2256,30.2149,29.9171,30.0222,30.394,30.1737,30.021
P62748,30.054,29.7142,29.8522,29.9563,29.8682,29.8553,29.863,29.6484,29.7436
P62751,28.639,29.1036,28.8087,28.833,29.1323,28.9058,29.2865,28.8887,28.9359
P62754,28.9887,29.0055,29.2528,28.4904,28.9905,29.24,29.2267,29.2952,29.4316
P62761,33.1213,32.8462,32.9542,32.9727,32.8256,32.5149,32.531,32.6149,32.7573
P62774,30.3866,30.3972,30.1955,30.2366,30.9344,30.2355,30.3285,30.7127,30.6284
P62806,34.6418,34.2614,34.526,34.5378,34.3292,34.5171,34.0721,33.8952,35.2232
P62814,33.1613,32.9631,33.0775,33.1907,33.0639,33.0262,32.9176,32.9563,33.0928
P62821,31.1352,31.1168,31.0616,30.985,31.2516,31.014,31.0517,30.9658,31.1609
P62823,28.4787,28.4231,28.5143,28.8372,28.1406,28.3097,28.5998,28.4766,28.5619
P62827;Q61820,30.7046,30.6206,30.4394,31.0422,30.6067,30.4606,30.6419,30.4904,30.5311
P62830,29.7352,29.6446,29.6194,29.6605,29.9066,29.8283,29.2681,29.6179,29.7728
P62835,30.5031,30.5121,30.5175,30.7148,30.4973,30.4645,30.5237,30.5032,30.3053
P62843,28.8293,28.7007,29.2206,28.9959,28.7,28.8403,28.5613,28.6182,28.8758
P62849,27.822,28.052,28.1846,27.2331,27.606,28.1932,27.8745,27.5302,28.3371
P62852,30.8515,30.8256,30.9246,30.3943,30.6237,31.228,31.372,31.2133,30.7299
P62855,27.9617,28.0261,27.8679,28.4958,28.3591,28.045,28.3271,28.0242,28.2392
P62858,29.6386,29.1812,29.3744,29.2393,29.7131,29.4543,29.203,29.151,29.4008
P62862,26.5707,26.4258,26.5637,25.7671,26.5272,26.6231,26.2822,26.1116,26.4777
P62869,29.1044,29.1718,29.1443,29.211,29.4432,29.1398,29.148,28.897,28.9703
P62874,32.3184,32.0756,31.98,32.328,32.4797,32.0804,31.8771,32.1179,32.2532
P62878,24.9521,25.895,25.6724,26.27,24.9298,25.6278,25.0433,25.6867,22.8938
P62880,33.3645,33.0141,33.0092,33.1429,33.3236,33.0153,32.6989,33.0303,33.1737
P62881,28.3411,28.1132,28.1935,28.2105,28.1316,28.286,28.3398,28.1429,28.2745
P62889,28.6782,28.6976,29.2019,29.2551,29.1861,28.6042,29.6752,28.624,28.4653
P62892,26.4419,25.7183,25.8055,25.9785,25.7244,26.085,26.2555,25.9491,26.2947
P62897;CON__P62894;P00015,32.7355,32.4293,32.7791,32.615,32.494,32.3705,32.4897,32.3779,32.787
P62900,28.4893,28.3803,28.4769,28.8116,28.5894,28.5852,28.1574,28.3561,28.6366
P62908,30.4252,30.5221,30.3859,30.3186,30.6647,30.7546,30.4724,30.4825,30.4946
P62911;P17932,28.097,28.385,28.2905,28.5306,28.5806,28.2907,28.6291,28.1824,28.2379
P62918,28.9694,28.8094,29.036,29.4842,29.0973,29.2537,29.0894,29.1227,29.223
P62960;Q9Z2C8,25.9256,26.3862,26.1316,26.8663,26.8344,26.6547,26.1782,26.2855,26.1712
P62965,25.3843,25.6865,25.1951,26.0891,26.0724,25.8016,25.9545,26.052,25.8454
P62983;P0CG49;P0CG50,32.5547,32.2846,32.7512,32.701,32.4573,32.6889,32.6251,32.4544,32.1457
P62996,26.5929,26.3543,26.5253,27.0231,26.4059,26.6529,27.2639,27.0409,27.1195
P63001,30.9322,30.9701,31.0036,30.9608,30.9814,30.8388,31.2458,30.874,30.9773
P63005,30.5294,30.3289,30.3717,30.6351,30.3559,30.3244,30.4539,30.3529,30.4197
P63011,30.8882,30.6432,30.6671,30.701,30.7894,30.5546,30.989,30.6178,30.8243
P63017,35.2414,35.1501,35.1636,35.2451,35.1366,34.987,34.5352,34.8056,34.8769
P63024,27.3682,27.4904,27.5931,27.7789,27.3216,27.2014,25.9494,27.051,27.3594
P63028,30.836,30.5217,30.6908,30.4698,30.6349,30.7542,30.6502,30.6474,30.7528
P63030,30.2252,29.9073,30.2933,30.3459,30.2467,29.9364,29.6819,29.7389,30.1539
P63037,29.8744,29.8221,30.08,29.9593,29.9528,29.9754,29.6353,29.2075,29.3505
P63038,33.962,33.6597,33.9841,33.668,33.6296,33.5821,33.3851,33.6063,33.8142
P63040,31.5589,31.7295,31.7123,31.5876,31.3492,31.2402,31.189,31.5463,31.3974
P63044,31.2376,30.7999,30.8799,30.912,30.8351,30.7756,30.8172,31.0269,31.2743
P63046,29.0919,28.7634,29.1205,29.1259,29.0097,28.1993,28.2794,28.2068,28.2117
P63054,28.2965,28.145,27.5443,27.9375,27.7632,27.3125,28.5013,27.8148,27.7117
P63073,27.408,27.5857,27.4183,27.3898,27.6697,27.6387,27.6381,27.6994,27.6694
P63080,27.4611,27.1586,27.6604,26.7226,26.8393,27.0445,27.0455,27.376,26.6527
P63082,27.4256,26.3829,27.1592,26.7615,27.3898,26.667,23.1389,27.2004,27.5446
P63085;Q6P5G0;Q61532,31.0239,31.2332,31.2392,31.1536,31.091,31.1611,31.4921,31.1975,30.9758
P63087,26.3867,26.1775,26.2349,26.5253,26.5067,26.2885,25.9528,26.3426,26.3853
P63101,33.829,33.4942,33.6162,33.8832,33.7978,33.589,33.5868,33.6727,33.827
P63115,27.1739,27.1974,26.9862,26.8298,27.3209,26.451,26.4927,26.1057,26.5272
P63141,29.456,29.3177,29.4274,29.2262,28.9413,29.0569,29.2005,29.0636,29.0929
P63143,26.391,25.7104,26.6573,26.6995,26.289,25.8858,25.4881,25.929,25.9234
P63158,30.86,30.6262,30.7722,31.1538,31.0094,30.8052,30.7925,30.8486,30.965
P63166,24.8203,24.7065,24.5681,23.6926,24.6082,24.5865,24.7461,24.8995,24.8151
P63168,29.4195,29.0647,29.5209,28.8858,29.4281,29.0454,28.0044,28.8523,29.3012
P63213,29.5385,29.5683,29.4308,29.5041,29.3814,29.4947,29.4086,29.732,29.4196
P63216,28.293,28.334,28.0868,28.5014,28.2411,27.795,28.0884,28.0841,27.9806
P63239,25.3952,24.9237,25.4061,25.0993,25.9287,25.289,25.1787,25.3438,25.4263
P63242,30.9858,31.0578,30.8103,30.9212,30.8561,30.7715,30.536,30.7806,30.8249
P63248,23.9616,25.6968,26.1727,25.9363,25.7316,25.1391,26.231,25.9209,26.2137
P63254,25.3047,26.1264,25.9342,25.9873,27.0009,25.2183,26.8579,26.4671,26.2605
P63260,36.3195,36.1641,36.2723,36.4188,36.4064,36.263,36.0399,36.2205,36.3537
P63276,28.5295,28.599,28.6721,29.0968,28.6652,28.8114,29.9613,28.6203,28.623
P63280,26.35,26.6919,26.2838,26.808,26.6472,26.75,26.0746,26.6276,26.4425
P63321,29.9769,29.8171,29.7946,29.9163,29.6648,29.6203,29.8104,29.6672,29.7441
P63323,28.4344,28.4743,28.5844,28.7626,28.6949,28.7517,29.1979,28.8093,28.7076
P63325,28.7598,28.8717,28.8836,29.3254,29.3623,29.0689,28.5785,28.8271,28.9869
P63328,31.679,31.584,31.6059,31.7567,31.5048,31.435,31.429,31.4766,31.4888
P67778,31.268,31.1135,31.3186,31.0585,31.0616,30.8858,30.8701,31.0261,31.1913
P67871,28.8994,28.7771,28.5776,28.4182,28.5174,28.9299,28.9906,28.9014,28.9832
P67984,28.0721,28.2292,28.5926,28.6372,27.8876,28.5815,28.2878,28.1613,28.0967
P68033;P68134,32.1612,32.2082,32.3833,31.7762,32.3867,32.2858,32.7663,32.4832,32.0406
P68037,30.2649,29.8881,30.1796,30.1441,30.2434,29.8831,30.0466,29.7905,29.9566
P68040,30.464,30.505,30.5076,30.7408,30.5758,30.6498,30.5019,30.5589,30.4549
P68181,29.7759,29.7034,29.5443,29.8842,29.7205,29.6069,29.5199,29.6637,29.7418
P68254,32.1537,32.1745,31.9614,32.4852,32.2004,32.0949,32.257,32.0623,32.0223
P68368,32.6305,32.4281,32.6175,32.2068,32.358,32.3067,31.7486,32.3396,32.4175
P68369;P05214,32.4164,32.2482,32.6251,32.3156,32.7887,32.4019,31.8944,32.166,32.3465
P68372,36.6745,36.5359,36.6923,36.6216,36.7078,36.5205,36.2253,36.3863,36.5927
P68404,29.2748,29.0959,29.1483,29.0896,29.1791,28.9923,29.0634,29.0693,28.884
P68433,28.9277,29.1823,28.2673,28.9009,29.5742,30.2701,29.1872,29.7914,28.7988
P68510,32.0988,31.9818,31.9599,32.3754,32.272,31.8189,31.9228,31.7817,31.7467
P70122,25.8853,26.1636,25.8305,26.4824,26.0452,26.3103,26.9815,25.8285,25.8692
P70168,31.4062,31.3866,31.494,31.6875,31.4874,31.486,31.34,31.4644,31.2401
P70175,26.3204,25.8829,25.9106,26.5866,25.7289,25.7101,26.2339,26.1743,26.0392
P70188,26.9252,26.8955,26.9265,27.2104,27.4269,27.2435,26.9995,27.343,24.022
P70195,28.6134,28.7199,28.4002,28.9202,28.4985,28.5241,28.5247,28.8617,28.693
P70202,30.4713,30.4495,30.3316,30.5767,31.3875,30.8341,30.9574,31.0791,30.9473
P70206,26.1636,25.9041,26.3556,26.2712,26.5595,25.5994,25.7654,26.0724,26.2053
P70207,23.647,23.469,23.7807,24.0201,23.6254,23.6434,24.1919,23.6502,23.8438
P70232,27.5066,27.695,27.5354,28.6206,28.3411,28.2561,28.908,28.6902,28.7351
P70236;O09110,25.4408,25.5253,25.5235,25.0014,25.6272,25.2726,25.4333,24.4637,25.0357
P70261,24.2972,24.7363,23.7576,24.4494,21.9434,24.4873,24.5289,24.7761,24.6729
P70271,25.1652,24.1503,25.174,26.6432,26.4107,26.5993,26.3177,26.5106,26.5124
P70288,25.7179,25.3794,25.3759,26.0212,25.7508,25.4989,25.3706,25.5447,25.7626
P70290,28.9767,28.8367,28.6691,29.1026,28.9094,28.8758,28.6389,28.8335,28.8489
P70296;Q8VIN1,33.1715,33.1929,33.058,32.9688,33.2738,33.2644,33.0931,33.1158,33.4474
P70297,28.0716,28.0555,28.0781,28.2344,28.189,28.0644,27.7512,27.9133,28.0812
P70302,26.6516,26.7953,26.4565,27.0901,26.6772,26.7153,27.1766,26.8736,26.896
P70318;P52912,25.949,23.428,25.997,26.395,26.308,25.8161,23.862,25.6029,25.6296
P70333,29.8614,29.8119,29.6963,29.9335,30.0477,29.9389,30.2803,30.1315,30.3849
P70336,28.2013,28.2791,28.3436,28.1591,28.4082,28.1762,28.7435,28.2606,28.0253
P70349,32.7011,32.5261,32.3904,32.3691,32.4802,32.3086,32.3909,32.5116,32.5888
P70362,27.4477,26.9328,27.1623,26.2743,27.4795,27.276,26.4512,26.8969,27.3568
P70372,29.0547,28.831,29.0875,28.9512,29.15,29.1749,29.1576,29.1385,29.1501
P70392,27.7786,27.8003,27.7546,27.7155,27.566,27.6565,27.8463,27.5304,27.8117
P70398,30.0462,29.9348,29.9958,29.9657,29.8684,29.9378,29.9333,30.1184,29.9786
P70399,23.6008,23.4649,23.5157,23.6506,23.4018,23.6805,24.234,23.4233,23.3705
P70404,32.7658,32.2873,32.4506,32.3268,32.4302,32.246,32.2984,32.1431,32.4533
P70414,28.1525,28.0077,28.0005,28.3381,28.1062,27.9313,28.2472,28.0216,28.031
P70429,25.5279,25.576,25.8363,25.5022,25.6064,25.3958,25.3862,25.4175,25.268
P70441,28.8341,29.0672,28.8684,29.3808,28.8896,28.8858,29.6802,29.2928,29.0513
P70460,25.1116,25.1779,24.7265,25.1931,25.4171,25.3604,26.2032,24.0032,24.9272
P70663,29.8877,29.7305,29.8114,29.9056,29.6121,29.6,29.5892,29.5575,29.5161
Q60817;P70670,27.2227,26.9876,24.0411,27.4201,27.6255,27.9013,27.3092,27.3281,27.3881
P70671,25.7674,25.2236,25.2548,25.5103,25.3071,25.5492,24.6281,25.3357,25.0761
P70677,24.4911,23.6883,24.1493,25.0665,24.5671,24.3643,24.642,25.4367,24.3954
P70697,26.9716,27.472,27.2802,26.7153,27.3964,27.1703,27.0722,27.5585,27.6726
P70698,25.8963,26.1124,25.6664,23.7517,25.3461,25.5261,25.4207,25.439,24.7359
P70699,28.4413,28.6063,28.244,28.731,28.7156,28.6678,28.5906,28.8115,29.1439
P70704;Q8K2X1,30.3704,30.174,30.1708,30.4538,30.2377,30.2087,30.4918,30.2066,30.314
P80313,30.9772,30.8676,30.841,30.8655,30.778,30.892,30.8009,30.8933,30.902
P80314,31.4705,31.3868,31.5676,31.4523,31.5992,31.3523,31.1991,31.343,31.5011
P80315,30.793,30.8694,31.0318,30.9919,30.9598,30.8642,31.083,31.0335,30.9149
P80316,31.2615,31.2163,31.331,31.4005,31.3229,31.1658,31.208,31.242,31.2777
P80317,31.3374,31.1894,31.344,31.4131,31.3121,31.2109,31.1116,31.2789,31.1918
P80318,32.0692,31.775,31.9782,31.6179,31.8927,31.9012,31.7078,32.04,31.8853
P80560,27.2791,27.5991,27.2454,27.3021,27.1563,27.2839,27.434,27.049,27.1969
P82198,28.4903,29.6888,29.172,29.238,30.9408,30.6066,30.5495,30.234,29.8261
P83510,26.0189,26.0052,25.5744,26.3257,25.7975,25.9441,25.6269,26.2527,25.6356
P83741;Q80UE6,26.2931,26.4368,26.4507,27.1662,26.2268,26.2075,26.566,26.424,26.5674
P83870,24.3669,24.1695,23.5947,24.5075,24.2019,24.2067,24.1051,24.5597,24.4253
P83882,27.1801,27.1798,27.0543,27.5499,27.0208,27.1216,24.5929,27.1496,27.1129
Q8VCK3;P83887,26.5588,25.5405,26.0429,27.0101,25.6823,26.264,25.4856,24.9285,25.6581
P83940,28.9607,28.9182,28.8234,29.3645,28.6633,28.8258,29.2241,28.8612,28.817
P84075,28.6851,28.8202,28.69,28.6738,28.6318,28.5359,28.6927,28.6339,28.7772
P84078,32.494,32.6211,32.4588,32.5248,32.576,32.4192,32.133,32.3953,32.5708
P84084,29.1855,28.8269,28.7723,29.0705,29.2861,29.2105,28.5304,28.9783,29.0313
P84086,28.6727,28.5832,28.5405,29.3968,28.8865,28.7949,28.8049,28.6729,28.7906
P84089,27.7056,27.7825,27.8081,28.0285,28.295,28.0127,27.9184,28.0229,28.2488
P84091,31.3525,31.3681,31.288,31.5238,31.2195,31.2632,31.1541,31.3256,31.3526
P84096,30.7141,30.3647,30.4987,30.5439,30.4346,30.5415,30.7967,30.6269,30.5175
P84099,29.132,29.002,29.0643,29.7867,29.1068,29.186,29.4425,29.2243,29.0905
P84104,29.4416,29.1581,29.0433,29.3533,29.4182,29.1384,29.3657,29.3934,29.3178
P84228,31.2287,31.5507,31.0637,31.8626,31.7897,31.8283,31.7131,32.023,31.4072
P84244;P02301,33.1707,33.1938,33.2344,33.5535,33.3279,33.356,33.6007,33.3879,33.4945
P85094,29.1078,28.5535,28.9304,28.7447,28.9553,28.6087,28.5571,28.7866,28.9466
P97300,30.3044,30.1138,30.2295,30.4041,30.3468,30.0152,29.8796,29.9527,30.3104
P97315,30.7128,30.6196,30.8341,30.8665,30.6905,30.5602,30.9867,30.8614,30.6218
P97351,30.2545,30.1989,30.1939,30.3056,30.1235,30.4168,30.629,30.3717,29.976
P97352,29.4914,29.5783,29.3226,28.9092,28.6906,29.5679,30.3276,29.6566,29.5613
P97355,26.698,26.6182,26.3458,26.7969,26.3804,26.4942,26.5088,26.9671,26.9784
P97370,31.4062,31.4878,31.6122,31.626,31.5964,31.3975,31.2456,31.3945,31.4345
P97371,28.2083,28.2944,28.3692,28.5334,29.1627,28.9267,29.0307,29.0575,29.0773
P97372,26.7618,26.9047,27.0155,27.4441,27.7091,27.584,27.8576,27.654,27.8744
P97379,29.6753,29.8027,29.5262,29.9942,29.7458,29.5815,29.8566,29.4518,29.229
P97384,27.3312,27.381,27.1264,27.0382,27.8714,27.6935,27.3484,27.8133,27.5512
P97390,27.9616,27.9269,27.8825,28.633,28.2819,27.8962,27.6948,27.5765,27.9442
P97393,27.505,27.3289,27.1984,27.6767,27.4821,27.269,27.351,27.2432,27.2993
P97427,31.3158,31.0502,31.0848,31.2485,31.484,31.266,31.1386,31.179,31.4863
P97429,27.1809,27.5537,27.7949,27.813,28.5902,28.4079,28.7069,28.6968,28.2938
P97434,25.9402,26.3187,26.2349,25.8912,25.7885,26.0347,25.7123,26.1079,26.4914
P97441,27.8908,27.1008,27.4857,27.5502,27.3737,27.265,27.2823,27.2608,27.8519
P97445,23.7231,23.6009,23.8231,24.3068,23.5238,23.6547,23.0526,23.7128,23.6814
P97447,27.339,27.5694,27.728,28.0233,27.7495,27.6032,28.0214,28.165,27.6617
P97449,27.4441,28.0709,28.1852,27.7632,28.5873,28.5673,28.0762,28.4901,28.321
P97450,31.9832,31.8661,31.7973,31.1463,31.6457,31.6141,31.5086,31.5728,31.7607
P97461,29.246,29.1236,29.326,29.5907,29.2908,29.1191,29.054,29.1411,29.0732
P97467,27.5762,27.2431,27.1359,27.4121,27.6203,27.6094,27.6497,27.5457,27.5144
P97470,24.1168,24.206,25.6344,25.5605,25.9418,25.516,25.5141,25.3592,25.4446
P97478,27.7308,27.0768,27.0549,27.1749,27.3116,27.3905,27.1116,27.1778,27.3567
P97490,25.9289,25.4964,25.8016,25.3342,25.3655,25.0446,25.8793,25.7225,25.8661
P97493,26.6947,26.187,26.2848,26.1176,27.0891,26.3488,25.9645,26.3848,27.2098
P97494,29.0483,29.0443,29.0913,28.7677,28.5652,28.85,28.9626,29.0067,28.708
P97742,28.026,28.3036,27.9604,27.937,27.8492,27.7231,27.9368,27.7982,27.7428
P97765,27.2961,27.5987,27.8181,27.5511,27.4783,27.0474,27.308,27.118,27.4795
P97797,28.5739,28.5592,28.2338,28.7836,28.6607,28.2636,28.5812,28.2384,28.2292
P97807,32.8251,32.5477,32.7181,32.4965,32.5972,32.551,32.2547,32.4459,32.7627
P97820,23.2831,23.9761,24.4652,24.4225,23.6814,23.9888,24.4825,23.8234,23.8191
P97823,28.2376,28.357,28.0814,28.056,28.0405,28.0039,28.1075,28.0161,27.7904
P97825,26.9191,26.5626,26.5531,25.9612,26.1846,26.6309,26.0567,26.6705,26.5963
P97855,26.4356,26.916,26.8089,26.9704,26.9637,26.9195,26.5124,26.8529,26.7701
P97927,28.4715,29.0032,28.7147,28.0054,28.8448,28.9957,29.2444,29.1322,28.9296
P97930,26.2641,25.3989,25.9633,26.0529,26.3521,26.4426,26.6976,26.2138,26.879
P98086,25.3289,24.7715,25.0075,27.2287,26.4635,26.5403,26.0887,26.8169,26.6756
P98200,26.9041,26.3709,26.706,26.5644,26.3613,26.3145,25.818,26.453,26.2974
P98203,26.1692,26.215,26.3516,26.9594,26.5945,27.0256,26.2771,26.3554,26.6054
P99024,32.4141,32.4007,32.3021,32.2458,32.5006,32.1969,31.7628,32.2182,32.4587
P99026,28.2982,27.9772,28.2108,28.3721,28.2946,28.1356,28.6089,28.3508,28.0601
P99027,30.2857,30.2761,30.344,30.7701,30.5659,30.4773,29.8912,30.6631,30.3194
P99028,29.8791,30.4489,29.7168,30.3039,30.1071,29.8104,29.0557,29.9784,29.7314
P99029,33.3375,32.9845,33.1619,32.4159,32.8492,32.987,32.897,32.9848,33.1924
Q00493,29.1584,28.9964,29.1216,29.2412,29.3793,29.2635,29.0486,29.3929,29.4619
Q00612;P97324;REV__P46662,30.3914,30.307,30.2437,30.5588,30.3726,30.3117,30.3966,30.651,30.5225
Q00623;CON__P15497,25.6508,28.0408,27.738,28.1295,28.6729,27.6898,27.2277,27.4264,28.7118
Q00897,27.6413,30.097,28.972,28.6362,30.0366,28.9021,28.4126,29.0621,29.5874
Q00915,27.5707,27.6496,27.7065,28.5538,28.9056,28.8026,29.1767,28.7685,28.4829
Q00PI9,29.0315,29.0177,29.0255,29.3274,29.1976,29.3074,29.7971,29.3571,29.2564
Q01063,24.4932,24.4065,24.3269,24.5344,24.8179,24.419,24.2806,24.8698,25.632
Q01065,28.9255,28.7511,28.6332,28.9984,28.6642,28.6658,28.7331,28.3928,28.5222
Q01149,30.1034,31.7169,31.678,31.1932,32.3759,31.9894,31.8412,31.8873,31.9279
Q01279,30.5395,30.3549,30.5292,29.7223,30.6329,30.463,30.295,30.082,30.243
Q01405,29.324,29.3982,29.4138,29.4566,29.55,29.5504,29.4613,29.6114,29.6333
Q01730,27.9785,28.2433,28.0117,28.1961,28.7474,28.4234,27.9047,28.5299,28.604
Q01768,29.9005,30.4445,30.1092,30.4926,30.3884,30.036,30.4251,30.5265,30.1924
Q01853,33.4685,33.4073,33.5311,33.4578,33.6081,33.5189,33.1731,33.5174,33.5844
Q02053;P31254,33.1974,33.1058,33.1442,33.245,33.2292,33.1234,33.1071,33.3327,33.248
Q02105,25.162,25.0452,25.1903,27.1695,26.7599,26.7516,26.976,26.436,26.171
Q02248,30.7198,30.7334,30.8272,30.869,30.8955,30.9139,30.9631,30.9267,30.9264
Q02257,28.1209,27.5185,27.6038,27.1217,27.7021,27.9642,27.9324,27.8558,28.0613
Q02357,32.1389,31.9266,32.0494,31.5897,31.7007,31.7067,31.7074,31.6761,31.7996
Q02788,28.7547,31.4238,31.27,29.7317,32.2036,31.6949,31.1073,31.4379,31.2429
Q02819,29.1404,29.2583,28.9375,29.3737,29.2497,29.1654,29.4309,29.3532,29.3457
Q03173,28.2963,27.9655,27.9632,28.5373,27.8697,28.167,28.4938,28.1789,28.2359
Q03265,35.6103,35.4675,35.5201,35.5357,35.4341,35.341,35.2534,35.2847,35.3472
Q03517,30.3122,30.1426,30.0057,30.7187,30.3646,30.3574,30.5367,30.4545,30.5128
Q03734;Q6P4P1,24.5634,27.0949,25.4299,24.8742,26.015,24.7147,25.4232,26.2764,26.313
Q03958,28.4397,28.1337,28.2851,27.8425,28.0525,28.0916,27.9777,28.2088,28.3565
Q04447,36.0419,35.8195,36.0107,35.7543,35.8581,35.8197,35.5025,35.9054,35.9839
Q04690,29.2569,29.0518,28.9947,29.179,29.4004,29.043,28.9359,29.1447,28.9529
Q04735,25.158,24.9266,25.1754,25.2754,24.9805,24.6799,24.981,24.8952,24.7509
Q04736;P25911;P08103;P06240,25.9603,25.9941,25.7767,26.3134,26.2106,26.0917,25.6554,25.8525,26.0322
Q04750;Q8R4U6,25.3405,25.5333,25.3161,26.0087,25.449,25.4289,23.603,25.4078,23.5912
Q04857,28.761,30.9788,30.7172,29.438,31.7176,31.0776,31.04,31.0637,30.9555
Q04899;Q8K0D0,26.3226,25.2772,26.4938,25.6114,25.1373,26.8404,25.4713,25.5251,25.0059
