ProteinIDs,ACY-738_FUS_plusplus1,ACY-738_FUS_plusplus2,ACY-738_FUS_plusplus3,FUSplusplus_vehicle4,FUSplusplus_vehicle5,FUSplusplus_vehicle6,FUSminusminus_vehicle7,FUSminusminus_vehicle8,FUSminusminus_vehicle9
O89001,24.1589,23.1399,25.8379,25.0372,25.3252,25.7113,26.0106,25.0556,25.2978
O89017,26.376,26.5905,26.6476,26.8762,26.9915,26.7387,26.3489,27.0666,26.9739
O89023,27.9493,27.8165,27.7932,28.0051,27.82,27.793,28.0988,27.9066,27.8017
O89051,24.4608,25.0661,24.6861,24.7536,24.7065,24.7539,25.124,24.7561,24.5308
O89053,29.2008,29.1625,29.0532,29.6819,29.4381,29.3961,29.8361,29.3119,29.3427
O89079,28.2745,28.0437,28.1397,27.9277,28.2427,28.4863,27.8543,28.2048,28.3819
O89086,28.3606,28.3642,27.4473,28.3669,28.7625,28.8828,29.4814,30.1738,30.5974
O89106,25.4618,25.2964,24.9177,25.3583,24.6725,25.06,24.8687,25.3147,25.1628
O89112,29.6329,29.4519,29.3203,29.3143,29.1377,29.1796,29.4767,29.2402,29.338
O89116,26.2563,26.2232,26.2018,26.3227,25.8646,26.1766,26.3756,25.9108,23.5954
P00329,26.2972,26.8231,26.3359,26.4554,27.2465,26.8744,26.7965,27.1049,27.138
P00397,29.2483,28.7568,28.9221,28.8528,28.8861,28.5897,28.2703,28.5697,29.0802
P00405,33.4122,33.2846,33.2601,33.3115,33.515,32.843,32.7455,32.9779,33.0792
P00416,28.2652,28.1681,27.6043,28.3807,27.6681,27.4152,29.0866,28.2496,27.6564
P00493,30.786,30.8506,30.7592,30.6411,30.658,30.8253,30.6257,30.9822,30.9745
P00920,33.272,33.0013,33.3394,33.386,33.2538,33.0383,32.63,32.8728,32.536
P01027,23.3599,25.5703,25.3752,25.9498,26.0571,25.5198,25.6795,25.5234,25.2576
P01029;CON__P01030;CON__ENSEMBL:ENSBTAP00000007350,23.7048,23.989,23.2902,26.2088,26.2336,25.66,27.2211,26.4665,25.8673
P01831,32.4832,32.3673,32.3217,32.3714,32.3293,32.1037,32.7484,32.2006,32.1744
P01887,24.2649,26.1628,22.9923,26.4321,26.7322,26.5234,24.2389,26.3635,27.1283
P01899;P01897;P01896,23.9039,23.9062,23.9136,24.0264,24.397,25.0763,25.4323,25.5255,25.8476
P01901;P01902,23.4251,23.5631,23.6905,23.1535,24.5156,23.8737,24.6932,24.1945,25.346
P01942;P06467,32.4296,33.6725,33.6496,33.8419,33.5817,32.764,32.8545,33.2595,33.6327
P02088;P02089;CON__Q3SX09;CON__P02070;P02104,32.7351,34.5973,34.2243,34.5787,34.0951,33.599,33.3059,34.0091,34.0914
P02463,28.5267,29.4469,28.7546,28.7993,29.3844,29.0392,29.6702,29.515,29.3602
P02468;Q9R0B6,30.7166,31.5858,30.9675,30.738,31.6121,31.474,31.859,31.5933,31.5808
P02469,29.9646,30.8201,30.1293,29.6779,30.4396,30.5869,30.6268,30.564,30.4955
P03888,29.1513,28.5944,29.3544,29.1624,28.8503,28.8359,28.5132,28.692,29.1159
P03893,26.4178,24.1749,26.1211,27.219,26.9898,25.363,25.7366,26.5301,26.1654
P03911,30.6903,30.4367,30.5451,30.2886,30.276,30.3636,29.8176,30.058,30.4218
P03921,30.3684,30.2847,30.1179,30.2464,30.2299,29.7664,29.8289,30.1994,30.2126
P03930,29.4348,29.3513,29.2551,29.2093,29.2705,29.5238,24.7657,29.8163,29.7028
P03995;CON__H-INV:HIT000292931;CON__P19013,36.2827,36.1472,36.1512,36.9845,36.8957,36.5894,36.6788,36.6189,36.7023
P04117;O08716,26.8961,26.9345,26.5086,27.2027,26.1033,25.8926,26.0666,27.225,26.2288
P04247,26.6125,27.0405,26.4034,28.9162,26.013,25.2873,26.7812,27.7387,26.1655
P04370,36.4555,36.2159,36.2618,36.3215,36.0507,35.8889,36.1162,36.0039,35.9242
P04627,25.0292,25.0887,25.0563,24.9136,24.9528,25.287,25.2015,24.6969,25.1877
P04925,29.039,28.8448,28.9769,29.4852,28.9838,28.81,28.9989,29.0093,28.9366
P05063;Q91Y97,34.9142,34.7702,34.7723,35.0886,34.8515,34.8002,35.1267,35.1433,35.1678
P05064,34.7905,34.6012,34.734,34.9176,34.6446,34.5751,34.7213,34.6484,34.7973
P05132,27.7318,27.5287,27.5284,27.4084,27.5557,27.5846,27.3872,27.5091,27.4012
P05201,34.2469,33.9192,34.0185,33.6808,33.9047,33.6822,33.6763,33.7658,33.8085
P05202,34.7943,34.5369,34.8342,34.471,34.5601,34.5671,34.3071,34.5454,34.7318
P05213,36.4379,36.2622,36.435,36.2318,36.3728,36.1905,35.96,36.1131,36.2797
P05480;Q62270;Q62190;P16056,25.5933,25.6845,25.7753,26.115,25.8859,25.8249,26.1326,25.8382,25.7275
P05532,24.2641,24.0368,23.8898,23.0431,24.2272,24.0914,24.716,24.8496,23.0916
P05555,23.4559,24.102,25.6833,26.1665,26.2392,25.8465,23.9334,26.0021,25.2924
P05977;P09542;P09541,26.7344,25.9167,26.1385,25.9593,24.0064,24.015,27.7863,26.0357,23.4935
P06151;P00342,31.5132,31.6014,31.8175,31.7118,32.1588,31.8485,31.3909,31.9494,31.6651
P06728,24.4528,24.6813,24.2153,22.2053,25.922,26.2208,26.5568,26.6154,28.7851
P06745;CON__Q3ZBD7,33.8189,33.5479,33.7251,33.7715,33.8234,33.6174,33.6203,33.6294,33.7546
P06797,24.7904,25.8759,25.7655,25.7863,25.9915,26.0009,25.74,25.8494,25.6093
P06801,30.6293,30.4988,30.6205,30.3932,30.7308,30.5674,30.3783,30.4292,30.5903
P06802,26.7538,26.7868,27.1087,26.4836,26.6546,26.58,25.3457,25.8226,25.4286
P06837,30.4316,30.0222,30.1991,30.7832,30.4123,30.3863,30.3564,30.5085,30.6969
P07091,26.6214,27.7216,27.464,29.3493,29.2972,29.1529,29.8886,30.0423,30.516
P07214,27.7673,27.8255,27.9228,28.2363,28.5073,28.3019,28.2256,28.4295,28.5401
P07309,25.186,24.0653,25.7024,25.9219,26.7035,26.0017,26.1311,25.4841,25.9036
P07310,28.851,29.2873,29.3102,30.5361,28.0871,27.4105,28.6871,28.6568,28.153
P07356;REV__Q8BND4,31.6893,32.5605,32.2443,32.2571,33.1484,32.8342,32.8353,32.9673,32.8749
P07724;CON__P02768-1,32.7673,34.5443,34.1791,34.5209,34.4629,34.3322,34.0854,34.348,34.7892
P07759;P29621;Q5I2A0,26.1307,29.3459,27.9822,27.4642,29.2256,27.365,27.5869,27.9496,28.5143
P07901,34.5749,34.3169,34.5484,34.3445,34.3025,34.1013,33.9686,33.8345,33.7908
P08003,29.4171,29.5361,29.6461,30.0748,30.2887,29.7601,29.4735,29.3232,29.1477
P08030,26.6468,26.6047,26.8486,27.227,27.7141,27.0565,26.4971,27.0157,26.7197
P08113,31.8084,31.9364,31.9895,32.1318,32.1343,31.9778,31.5206,31.6061,31.5074
P08122,28.1226,28.8478,28.4358,28.342,28.7673,28.7567,29.1229,29.2887,28.8026
P08207,28.8378,29.5076,29.2873,28.8457,29.8433,29.8437,29.7838,30.1041,29.9292
P08226,29.5503,29.5254,29.6253,31.0735,31.2829,31.3506,32.1874,31.7435,31.4714
P08228,32.1785,32.2267,32.2978,32.3962,32.2855,31.9006,32.9571,32.3629,32.5311
P08249,35.106,34.8371,34.9752,34.7983,34.8213,34.7977,34.7321,34.8218,34.9267
P08414,23.9772,24.0152,24.0352,24.0852,24.1469,24.1665,23.8692,24.0829,24.2664
P08551,36.0816,36.0499,36.0448,35.9063,35.6615,35.5962,35.6856,35.5324,35.6454
P08553;REV__Q8R344,36.7277,36.7019,36.6909,36.5,36.3118,36.2608,36.0939,36.3193,36.3431
P08556,25.3843,25.5717,25.4885,25.0577,25.938,24.15,24.9994,25.355,25.9786
P08752,31.3338,31.1955,31.2262,31.4039,31.411,31.2682,31.0204,31.2864,31.3247
P08905;P17897,23.6382,24.5306,23.9767,26.0548,27.3045,26.6786,27.5275,27.3489,26.1435
P09055,28.743,29.2956,29.1271,29.5109,29.7978,29.5574,29.513,29.664,29.4098
P09103,30.3403,30.4187,30.5394,30.7031,30.8553,30.7131,30.4734,30.6485,30.6969
P09242,25.4446,25.4516,25.427,25.8057,26.2311,25.82,25.5074,26.0045,25.6053
P09405,29.7154,29.6953,29.5591,29.9244,29.8516,29.9014,29.8078,30.1213,30.0435
P09411;P09041,34.4468,34.3079,34.4762,34.0915,34.1315,34.2928,33.8756,34.1961,34.3116
P09470,23.9796,24.858,24.1967,24.7778,25.8271,25.1837,24.7771,25.0336,25.6691
P09528,28.5702,28.6947,28.686,28.802,28.4119,28.4304,28.9103,28.1324,28.3467
P09671,32.8759,32.6075,32.9224,32.6701,32.6872,32.404,32.4654,32.5331,32.573
P09813,24.9399,27.9264,26.6782,26.5611,27.0788,26.5567,25.8603,26.1104,26.3408
P09922,26.2992,26.0456,26.1228,26.0231,26.4698,26.2647,25.7181,26.022,26.046
P0C0A3,25.7547,25.5319,25.6709,25.5014,25.1946,23.4888,26.4175,25.4559,25.4746
Q3THW5;P0C0S6,29.0541,29.2181,28.7672,29.0016,29.55,28.7633,30.7553,28.7473,29.158
P0C192,25.5467,25.6362,25.5212,23.6562,25.4659,25.4313,26.325,25.4703,25.4882
P0C7M9,27.629,27.3342,27.6737,27.2559,27.1275,26.9883,27.4092,27.1344,27.3497
P0DN34,29.4295,29.1251,29.3014,29.4328,29.5888,29.2207,29.0273,29.5179,29.7578
P0DP28;P0DP27;P0DP26;P20801,33.3154,33.0515,33.3556,33.0369,32.8726,33.2844,33.1451,33.3754,33.0948
P10107,26.0447,27.3342,27.2637,27.2645,28.2874,28.0394,28.0622,28.4568,27.9359
P10126,33.7373,33.6893,33.6861,33.8955,34.0339,33.9558,33.8004,33.8005,33.6618
P10493,30.5172,31.4123,30.9875,30.5244,31.5177,31.388,31.1906,31.3912,31.4775
P10518,28.3113,28.2307,28.3261,27.7693,27.6173,28.2844,27.887,28.2818,27.862
P10605,29.5537,29.7895,29.6354,30.3724,30.4351,30.5098,30.7533,30.9512,31.0036
P10630,28.4663,28.4227,28.6483,28.4599,28.4615,28.8179,29.4905,28.199,28.1207
P10637,31.9776,31.9439,32.0066,32.0916,31.7708,31.914,32.2074,31.8724,31.7469
P10639,30.216,30.1097,30.0707,30.3448,30.2692,30.1032,30.2926,30.1065,30.0375
P10649,32.8957,32.5938,32.8022,32.9846,32.6163,32.6359,32.7764,33.0914,32.7703
P10711;Q9QVN7,26.7669,26.8792,26.4893,27.2173,26.2366,26.5275,26.1118,26.493,26.1312
P10833,26.5766,27.1259,26.9732,27.1142,27.059,27.2214,26.7455,27.1511,26.9413
P10852,32.1887,32.0945,32.0472,32.3394,31.9368,31.9948,32.1148,32.1862,32.2193
Q8CGP1;Q6ZWY9;Q64478;P10853;Q8CGP2;Q64525;Q64475;P10854;P70696,33.7961,33.7194,33.7327,33.9392,33.8995,33.7773,33.7295,33.7972,33.9573
P10922,30.9279,31.4308,31.0487,31.407,31.2555,31.095,31.1736,31.1924,31.3361
P11031,25.4725,25.9299,25.9608,26.5036,26.4626,26.3035,26.1552,26.1732,26.2783
P11087,29.8382,31.5807,31.3086,30.9501,32.2851,31.7773,31.7945,31.7317,31.7727
P11276,26.8661,26.9468,26.35,26.0788,27.799,27.4834,27.4126,27.5769,27.1125
P11352,28.3705,28.2998,28.1937,28.827,29.1803,28.8739,28.542,28.9682,28.89
P11404,28.2206,28.5163,28.0105,28.8649,27.6544,27.4547,28.382,28.0147,27.5324
P11438,26.6375,24.2262,24.0603,27.0404,27.0851,26.58,26.3593,26.5573,26.7859
P11499,33.6031,33.4237,33.7011,33.3415,33.5688,33.2319,32.9467,32.7091,32.7598
P11531,27.9659,27.8983,27.75,27.6058,28.2333,27.8057,27.913,28.1404,28.0908
P11627,29.3327,29.2048,29.2575,29.4734,29.4472,29.4687,29.4614,29.5058,29.5181
P11798,30.239,29.8663,29.9927,30.4313,29.9365,30.0259,30.0578,30.2249,30.1768
P11835,23.8503,23.6113,23.4455,25.4658,25.7014,25.6278,25.4758,26.0841,23.9637
P11859,25.2926,25.0254,25.2266,25.6937,25.6103,25.5187,26.5218,26.7366,26.7987
P11983,30.9749,31.0113,31.1535,31.0728,30.9307,31.009,31.045,31.0549,31.0197
P12023,28.7421,28.7005,28.6614,29.0048,28.766,28.5752,28.6597,28.3915,28.3256
P12367,28.7812,28.8632,28.7227,28.5732,28.8563,28.5683,28.2435,28.6801,28.7151
P12382,30.0711,30.0112,30.2321,29.7506,30.2474,30.1443,29.5893,29.7915,29.5655
P12658,29.6989,29.6159,29.7289,29.6865,29.4244,29.5577,29.3049,29.2994,29.3834
P12787,33.6136,33.2742,33.2383,33.3827,33.1973,33.0884,33.0543,33.2773,33.0319
P12815,28.8656,28.4674,28.49,28.3533,28.4619,28.7168,28.7207,28.6939,28.75
P12849,27.1864,26.6264,26.8925,26.9435,26.8433,27.1741,27.1625,26.873,26.5634
P12960,32.3413,32.2373,32.2412,32.5229,32.3369,32.1606,32.1488,32.2914,32.2315
P12961,29.0505,28.2278,28.5534,28.2886,28.4138,28.2925,27.9614,28.1908,28.1702
P12970,30.0706,29.9401,29.9156,30.2975,30.0691,30.2811,30.4317,29.9682,30.0042
P13011;Q99PL7;P13516;Q6T707,25.5786,25.7141,25.7617,25.8474,25.8865,25.3115,26.3582,25.8826,25.3735
P13020;CON__Q3SX14,31.2301,31.5005,31.3719,31.4508,31.5657,31.5113,31.2455,31.5835,31.4159
P13439,26.1656,25.8186,25.8312,26.3786,26.1566,26.1838,25.506,26.015,25.4534
P13595,32.8248,32.6947,32.6885,32.9596,32.7603,32.6841,32.9586,32.8012,32.7693
P13707,31.7321,31.5635,31.5632,31.6829,31.193,31.1024,31.6821,31.5842,31.608
P14069,28.3124,29.2807,29.2538,30.3042,30.6544,29.8678,30.6908,30.6805,30.8251
P14094,33.9739,33.8527,33.9382,33.9614,33.9587,33.7169,33.8537,33.7295,34.0473
P14106,25.4138,25.4777,25.5835,27.5048,27.1584,27.0908,27.951,27.1583,26.8742
P14115,29.2327,28.9847,29.0354,28.9581,29.1554,29.2334,28.7946,28.8693,29.1588
P14131,28.6792,28.9737,29.0376,29.244,28.8019,29.1344,29.6752,28.9992,29.0101
P14148,30.4344,30.534,30.3806,30.8731,30.7714,30.7741,30.766,30.5974,30.4738
P14152,33.8678,33.6586,33.7483,33.8207,33.5771,33.4809,33.2742,33.436,33.5526
P14206,30.8071,30.6756,30.6315,30.7251,30.7855,30.9451,30.6775,30.7296,30.8039
P14211,31.462,31.5333,31.5003,31.8916,31.8401,31.4963,31.4899,31.2843,31.1898
P14231,32.9152,32.7995,32.7804,32.6846,32.7163,32.52,32.7245,32.5511,32.7967
P14576,26.2626,26.1373,26.266,25.7887,26.4353,23.3652,27.0189,26.097,26.2425
P14602,30.0166,30.1187,30.2402,31.5636,31.6809,31.5656,31.8724,32.3832,32.3346
P14685,28.905,28.9825,28.8569,28.9768,29.0633,28.898,28.7725,28.9592,29.0786
P14733,30.4171,30.4854,30.3137,30.8539,30.5949,30.7471,30.9852,30.9171,30.9941
P14824,32.958,32.9411,32.9632,32.8067,32.8411,32.7814,32.6466,32.691,32.7552
P14869,30.2794,29.9239,29.9756,30.0696,30.2469,30.2994,29.2957,30.2685,30.0287
P14873,33.7251,33.6759,33.6243,33.4604,33.4457,33.4283,33.3567,33.4127,33.5791
P15105,33.8038,33.5569,33.8732,33.6794,33.5685,33.5773,33.6819,34.0393,34.1458
P15116;P39038,29.0807,29.0267,29.3481,29.1276,29.5058,29.3092,29.1991,29.0367,29.4803
P15209;Q6VNS1,27.5176,27.697,27.4464,27.3714,27.5539,27.6384,27.2126,27.6719,27.6407
P15327,26.1065,26.3225,25.9985,26.831,26.3128,26.2776,26.8001,26.0232,25.9097
P15331;CON__Q9H552,32.4001,32.7839,32.3843,32.4736,32.8118,32.6494,32.887,32.6678,32.7479
P15379,26.6653,26.7446,26.8153,27.7048,27.8416,27.5287,27.8155,27.7796,27.5103
P15388,27.5932,28.3005,28.3603,27.8986,27.6147,27.8433,26.9445,27.5667,27.6625
P15508,29.9647,29.74,29.8148,29.8655,30.0036,29.527,29.792,29.7969,29.6557
P15532,32.3657,32.1239,32.3783,32.3527,32.246,32.1261,32.2213,32.1374,32.1726
P15626;O35660,23.0016,24.8791,23.911,23.7228,25.4112,25.0212,26.8635,25.0002,24.7162
P15864;Q07133,30.0592,30.7552,30.1914,30.9025,30.5976,30.7198,31.0604,30.87,30.5059
P16014,26.6962,26.2627,26.0553,26.6942,26.2752,26.3174,25.9082,26.3164,26.2465
P16015,28.2588,28.7039,28.4047,29.7768,28.3594,28.1293,28.8269,28.6042,27.874
P16045,30.6822,30.9751,31.0317,31.043,31.9706,31.5898,31.0686,31.361,31.4133
P16054;P23298,27.3832,27.3262,27.1778,27.5565,27.3095,27.2876,27.0902,27.4387,27.3997
P16110,24.7604,24.6758,25.4663,28.7288,28.6962,28.8719,29.5348,29.0906,28.9565
P16125,34.0683,34.0819,34.0955,34.0701,33.8804,33.7453,33.7289,33.984,33.8233
P16283,24.4079,24.502,24.5856,24.4107,24.5827,24.4375,25.5018,24.4141,24.011
P16330,35.6906,35.6375,35.5777,35.6948,35.5081,35.4266,35.4185,35.5657,35.6263
P16332,29.2541,28.7017,29.1276,27.8118,29.0153,28.9101,28.8419,29.1371,29.2841
P16388;P16390;B2RQA1;Q61423,30.3402,30.2789,30.4489,30.0237,29.7303,29.8064,29.8194,29.9273,29.9534
P16406,24.0198,22.8866,24.1126,24.4913,24.5584,24.1981,23.017,24.3022,24.294
P16460,28.8962,28.5096,28.5536,29.0302,29.0208,28.8908,28.9579,29.2036,28.9789
P16546,35.4242,35.3608,35.3756,35.471,35.451,35.3188,35.4259,35.3657,35.37
P16675,26.2784,26.9239,26.4398,26.7586,26.9611,27.0786,28.0027,27.0386,27.1813
P16858;Q64467,36.3708,36.1095,36.1945,35.9642,36.2323,36.0915,35.9232,36.1314,36.321
P17047,26.9925,27.3066,27.3709,27.2751,27.6321,27.7799,28.1734,27.7686,27.8795
P17095,25.1213,24.6428,24.5372,25.7593,25.482,25.3759,25.8374,26.1037,25.5504
P17156,27.3002,27.3868,27.3169,28.2554,28.2593,28.0316,28.0797,28.0585,27.9795
P17182,34.6707,34.3837,34.4415,34.4235,34.4635,34.3236,34.1674,34.3768,34.4007
P17183,34.0718,34.0033,34.1366,34.144,34.0296,33.7598,33.9667,33.7867,33.8065
P17225,28.4682,28.8034,28.7368,28.6105,29.2566,28.992,29.0857,29.2338,28.8367
P17426,31.9021,31.6781,31.7612,31.7235,31.6521,31.6242,31.6549,31.7994,31.7809
P17427,32.1155,31.9296,31.9775,32.0694,32.0651,31.9679,31.9393,31.9262,32.0421
P17563;Q63836,29.0445,28.972,28.9437,28.6932,29.4495,29.0462,29.4328,29.3752,29.2143
P17710;Q91W97;Q3TRM8,33.4267,33.3486,33.3708,33.4195,33.3108,33.2412,33.2112,33.3295,33.3932
P17742,33.4045,33.3649,33.3657,33.1148,33.5365,33.2469,33.0569,33.3665,33.4351
P17751,33.8578,33.6608,33.5887,33.8853,33.6998,33.4554,33.414,33.5139,33.562
P17809,29.5464,29.2355,29.4756,29.498,29.5363,29.2078,29.1096,29.6527,29.6676
Q61696;P17879,28.5999,28.4122,28.5692,27.8254,28.7751,28.6888,27.8631,28.2656,28.2662
P18052,26.6745,26.7585,26.5092,26.9426,26.8244,26.4859,27.3485,26.5105,26.4718
P18242,30.6636,30.9262,30.9366,31.1481,31.6641,31.3653,31.2694,31.3541,31.7019
P18572,27.9542,28.2068,28.4725,28.9196,28.7667,29.0586,29.2585,28.8617,28.542
P18581,25.6189,23.7847,25.4336,22.9159,25.5976,25.4712,25.9855,26.1992,25.5047
P18653,25.0163,25.672,25.652,25.906,24.3698,23.8005,26.3285,25.5537,25.0318
P18760,32.9935,33.0593,33.1555,33.1929,33.0934,33.0096,32.7738,32.8135,33.155
P18826,26.8961,25.7171,26.1999,26.1629,26.0502,25.9852,24.1639,26.2224,26.2273
P18872,32.6751,32.4426,32.4928,32.6179,32.563,32.3843,32.1727,32.461,32.6461
P18894,27.1524,26.4466,26.9012,26.1052,26.1212,26.0449,27.1005,26.6094,26.8891
P19096,33.3457,33.3116,33.3096,33.3581,33.1014,33.1087,33.0573,33.0272,32.9594
P19137,24.95,25.151,25.5589,25.2369,25.3838,25.5088,25.5145,25.6503,24.8808
P19157;P46425,33.1368,33.1321,33.0084,32.9947,33.4441,33.2429,33.3146,33.3295,33.3074
P19246;CON__Q32MB2;CON__Q3TTY5;Q3TTY5,35.6402,35.4994,35.5663,35.1828,35.0403,34.914,34.7699,35.0423,35.0277
P19253,28.2915,28.8615,28.5887,29.0617,28.907,28.7195,28.9179,28.5864,28.4392
P19324,29.2429,29.957,30.1074,29.4813,30.8989,30.4425,29.423,29.2004,29.0012
P19536,31.1992,30.9767,31.1567,31.1284,30.8171,30.7295,30.957,30.9991,31.1685
P19783,32.6038,32.3013,32.368,32.2685,32.4695,32.0987,32.2072,32.1162,32.3272
P20029,31.6939,31.6528,31.81,31.8259,31.8286,31.7204,31.6664,31.6514,31.547
P20060,27.6591,27.7302,27.7869,28.7994,28.9353,28.9367,29.0713,28.9899,28.7478
P20108,31.4253,31.1137,31.3152,30.7257,31.2823,31.1932,30.5266,31.151,31.2458
P20152;CON__Q9NSB2;CON__Q6ISB0;P11679;CON__Q5XKE5;CON__P12035;Q99M73,33.8333,34.4284,34.2862,35.5749,35.7355,35.5719,35.7477,35.7819,35.5498
P20352,26.332,26.5226,24.1469,26.4986,23.9876,25.1866,26.631,26.8954,26.5706
P20357,33.0552,32.9015,32.9543,32.9952,32.7681,32.652,32.7634,32.6881,32.7971
P20444,27.7345,27.3096,27.3108,27.6073,27.6727,27.4575,27.4067,27.8162,27.3059
P20917,33.2991,33.1987,33.2895,33.3675,32.982,32.8522,33.1812,32.9421,32.9489
P21107,30.2932,30.3371,30.1408,30.4396,30.4546,30.4124,30.6218,30.4211,30.4194
P21126,26.4343,27.1895,26.3059,26.9455,26.1745,26.0336,26.9724,26.4724,25.9675
P21278,29.2184,29.437,29.2249,29.6225,29.3501,29.3478,29.3051,29.5781,29.5102
P21279,31.0666,30.9409,30.814,31.0148,30.7581,30.8111,30.6766,30.9677,30.8448
P21300,27.2996,26.8555,27.1195,27.1341,27.6432,27.0295,27.5045,26.9972,26.8103
P21447;P06795,27.4842,27.942,27.8651,27.7606,28.1085,27.7886,28.225,28.3309,28.1234
P21460,27.986,27.7866,27.6251,28.2716,27.8405,27.6288,27.6949,27.9387,27.7975
P21550,26.7669,27.3249,27.2255,28.2736,25.5988,25.4219,27.2059,26.7192,26.1122
P21614,24.7781,26.1016,24.6619,24.7743,24.5655,24.6248,24.1392,23.4369,24.2577
P21619,28.562,28.3745,28.6275,28.6622,28.6274,28.4719,29.4966,28.8371,28.9291
P21661,24.3991,23.7302,23.9897,24.6558,24.5569,23.8777,24.4919,24.7005,24.4018
P21836,28.3951,27.9512,27.7203,27.7184,27.8137,27.8532,27.6167,28.0021,27.7446
P21981,27.3874,28.2783,28.2915,28.2372,28.7627,28.5336,28.5097,28.7036,28.2384
P21995,26.2204,25.9217,26.1522,26.6433,26.6263,25.7622,26.5858,26.0141,26.2593
P22005,29.5885,29.5944,29.4214,29.6873,30.0571,29.4369,29.3162,29.5246,29.8718
P22315,30.0519,29.6654,29.8272,30.1809,29.8291,29.958,29.6328,29.7544,29.9617
P22599,25.2418,27.7206,26.6363,25.8584,27.1178,23.5386,25.7077,26.3578,27.0296
P22723;Q9R0Y8,25.419,24.7598,25.1084,24.9056,25.139,25.0915,24.7801,25.3307,25.0113
P22892,29.1937,29.1085,29.034,29.2301,29.0807,29.0691,28.8504,29.1467,28.8947
P23116,29.8695,29.8443,29.8373,29.9928,30.1503,30.1308,29.9495,30.1172,29.9839
P23198;P83917,26.7066,27.2294,26.8424,27.6265,27.1679,27.4167,27.3058,27.4013,27.1792
P23242,30.6722,30.9115,30.8475,31.1848,30.7996,31.0307,32.0544,31.264,31.4428
P23492,28.9987,29.0869,29.1525,29.1083,29.4901,29.2578,28.8445,29.2332,29.1943
P23506,31.2966,31.0883,31.4548,31.1965,31.036,31.0471,30.848,30.8971,31.0064
P23591,27.3331,27.2602,27.2321,27.182,27.1908,27.7257,27.6227,27.8746,28.0776
P23780;Q8VC60,25.3707,25.6086,25.5375,25.3709,25.9581,25.5958,25.1786,25.7179,25.3428
P23819,27.8739,27.5905,27.7451,27.6491,27.6594,27.3848,27.9808,27.4767,27.4898
P23927,31.655,31.6574,31.6617,31.6272,31.8377,31.3814,31.8734,31.8549,31.7187
P23953,25.299,26.2062,25.5912,26.2101,26.0224,25.9846,25.1316,25.4833,26.7154
P24270,29.6614,29.8382,29.7513,29.784,29.8041,29.6934,29.5071,29.712,29.5544
P24288,30.9048,30.8367,31.0182,30.4951,30.6412,30.3825,30.2406,30.3049,30.5503
P24369,29.1116,29.1377,29.1358,29.4781,29.45,29.5513,29.4534,29.3192,29.3902
P24452,27.0049,27.8486,27.6089,27.1402,28.2425,28.391,28.3312,28.5346,28.2184
P24457,24.5837,24.3793,24.1169,25.9925,23.0167,25.1868,25.1678,25.9023,25.5038
P24472;P13745,29.8733,29.8966,29.7915,30.1796,29.9661,29.849,29.9167,30.0684,30.0341
P24526,28.5097,30.5705,29.2042,26.6109,27.3066,28.1444,27.9016,27.9138,28.0454
P24527,30.7363,30.5355,30.6063,30.9196,30.636,30.7669,30.8449,30.7561,30.864
P24547,28.1026,28.095,27.9393,28.1534,27.8714,28.1245,28.0933,28.1134,28.0874
P24549,31.2546,31.5273,31.5568,31.0943,31.6602,31.4103,31.5494,31.476,31.2619
P24638,24.3155,22.2612,24.7312,24.342,24.6996,24.7575,24.8553,24.68,25.0016
P24668,27.2603,27.3755,27.3285,27.3141,27.5609,27.6693,27.5471,28.0239,27.5936
P25444,29.3991,29.454,29.315,29.7154,29.7278,29.545,29.4876,29.4831,29.5482
P26039,31.0753,31.2116,31.1481,31.3397,31.7729,31.6287,31.5572,31.8467,31.7006
P26040,27.6257,27.9779,28.0168,28.5683,28.7475,28.8335,29.049,29.1528,28.8963
P26041,30.9623,31.1631,31.1143,31.8798,31.7661,31.5896,32.0204,31.7719,31.627
P26043,29.7322,29.4681,29.4882,29.8938,29.737,29.6282,29.4861,29.4923,29.4211
P26049,25.7607,25.3367,25.0728,25.5753,25.5883,25.4353,24.3976,25.1917,25.3689
P26231,27.8323,28.1069,28.0866,28.5284,28.9043,28.5486,28.4789,28.8014,28.4603
P26339,25.0739,25.1587,25.4326,25.5851,25.3678,25.303,25.4859,25.3151,25.3874
P26350,28.9877,29.378,28.8979,29.554,29.1699,29.1215,26.3113,29.3259,29.4641
P26369,28.7382,28.4948,28.8043,28.8223,29.1664,28.7484,28.6707,29.0259,28.9462
P26443,34.4043,34.081,34.2423,34.0835,34.1831,34.2148,34.1733,34.1856,34.4262
P26450,25.066,25.3047,25.0508,25.5462,25.3539,24.9968,25.1479,24.8485,25.1165
P26516,29.4964,29.6796,29.3111,29.6866,29.5108,29.4409,29.3434,29.7471,29.6676
P26638,31.2591,31.0125,31.1868,31.2208,31.2721,31.016,30.61,30.9061,30.9599
P26645,30.6424,30.643,30.3515,31.4697,31.108,31.0921,31.0751,31.1198,30.7235
P26883,29.6089,30.1147,29.8681,29.953,29.7666,29.7776,29.8719,29.5247,29.5507
P27048;P63163,28.0346,27.0938,27.8043,26.9877,27.6413,27.8597,27.6507,27.8344,28.2321
P27546,31.2931,31.3837,31.119,31.6526,31.3246,31.218,31.5368,31.2325,31.1588
